PDGP_ID,GENUS,SPECIES,SUBSPECIES,FAMILY,GEOGRAPHIC_REGION,COMMON_NAME,IUCN_STATUS,THREATENED_STATUS,WILDBORN,SEX,AB_QC,COV_QC,REFERENCE_SPECIES,N_HET,CALLABLE,nRoH_1mb,sRoH_1mb,AVERAGE_COVERAGE,REFERENCE_LENGTH,LOCATION_LONG_LAT,LOCATION_PROXY,COLLTECTION_YEAR,ENA-SRA_SOURCE_PROJECT,ENA-SRA_SAMPLE_ID
PD_0096,Cercopithecus,mitis,opisthostictus,Cercopithecidae,MAINLAND_AFRICA,Blue_Monkey,LC,Unthreatened,U,M,PASS,PASS,Cercopithecus_albogularis,12470932,2403888292,43,107000000,35.59,2793076453,NA,NA,1986,PRJEB59576 (this study),ERS14600222
PD_0097,Macaca,leonina,ssp,Cercopithecidae,ASIA,Northern_Pig-tailed_Macaque,VU,Threatened,C,M,PASS,PASS,Macaca_mulatta,3083776,2549831333,66,620400000,51.28,2955490605,NA,NA,1998,PRJEB59576 (this study),ERS14600223
PD_0098,Hylobates,lar,entelloides,Hylobatidae,ASIA,Lar_Gibbon,EN,Threatened,C,M,PASS,PASS,Nomascus_siki,6806556,2330387012,49,82600000,32.82,2783107017,NA,NA,2004,PRJEB59576 (this study),ERS14600224
PD_0099,Nomascus,siki,ssp,Hylobatidae,ASIA,Southern_White-cheeked_Gibbon,CR,Threatened,W,F,PASS,PASS,Nomascus_siki,4919597,2358358666,64,170200000,26.89,2783107017,NA,NA,1999,PRJEB59576 (this study),ERS14600225
PD_0100,Semnopithecus,priam,thersites,Cercopithecidae,ASIA,Tufted_Gray_Langur,NT,Unthreatened,C,F,PASS,PASS,Rhinopithecus_roxellana,4490031,2443371410,115,441600000,26.59,3038460517,NA,NA,1999,PRJEB59576 (this study),ERS14600226
PD_0101,Trachypithecus,cristatus,ssp,Cercopithecidae,ASIA,Silvery_Lutung,VU,Threatened,W,M,PASS,PASS,Rhinopithecus_roxellana,2141617,2454248424,184,404800000,28.46,3038460517,NA,"Sumatra, Indonesia",1999,PRJEB59576 (this study),ERS14600227
PD_0102,Semnopithecus,entellus,ssp,Cercopithecidae,ASIA,Northern_Plains_Gray_Langur,LC,Unthreatened,C,F,PASS,PASS,Rhinopithecus_roxellana,2191733,2459673003,103,144600000,56.26,3038460517,NA,NA,2011,PRJEB59576 (this study),ERS14600228
PD_0103,Pygathrix,nemaeus,ssp,Cercopithecidae,ASIA,Red-shanked_Douc_Langur,CR,Threatened,W,F,PASS,PASS,Rhinopithecus_roxellana,3346118,2327158699,32,46400000,23.79,3038460517,NA,"Phong Nha-Ke Bang, Quang Binh Province, Vietnam",2019,PRJEB59576 (this study),ERS14600229
PD_0104,Pygathrix,nemaeus,ssp,Cercopithecidae,ASIA,Red-shanked_Douc_Langur,CR,Threatened,W,M,PASS,PASS,Rhinopithecus_roxellana,4160016,2502967632,44,91800000,49.11,3038460517,NA,Vietnam,2019,PRJEB59576 (this study),ERS14600230
PD_0105,Pygathrix,nemaeus,ssp,Cercopithecidae,ASIA,Red-shanked_Douc_Langur,CR,Threatened,W,F,PASS,PASS,Rhinopithecus_roxellana,3960552,2495496487,21,65200000,26.93,3038460517,NA,Vietnam,2019,PRJEB59576 (this study),ERS14600231
PD_0106,Pygathrix,cinerea,ssp,Cercopithecidae,ASIA,Grey-shanked_Douc_Langur,CR,Threatened,W,M,PASS,PASS,Rhinopithecus_roxellana,4202057,2497139485,37,61800000,30.85,3038460517,NA,"Binh Dinh Province, Vietnam",2019,PRJEB59576 (this study),ERS14600232
PD_0107,Pygathrix,cinerea,ssp,Cercopithecidae,ASIA,Grey-shanked_Douc_Langur,CR,Threatened,W,M,PASS,PASS,Rhinopithecus_roxellana,4042170,2497543931,59,182600000,27.57,3038460517,NA,Vietnam,2019,PRJEB59576 (this study),ERS14600233
PD_0108,Pygathrix,cinerea,ssp,Cercopithecidae,ASIA,Grey-shanked_Douc_Langur,CR,Threatened,W,M,PASS,PASS,Rhinopithecus_roxellana,4261253,2498511770,29,83400000,26.75,3038460517,NA,"Quang Nam Province, Vietnam",1998,PRJEB59576 (this study),ERS14600234
PD_0109,Pygathrix,cinerea,ssp,Cercopithecidae,ASIA,Grey-shanked_Douc_Langur,CR,Threatened,W,M,PASS,PASS,Rhinopithecus_roxellana,4230031,2480187637,13,19600000,28.51,3038460517,NA,"Quang NaiProvince, Vietnam",1998,PRJEB59576 (this study),ERS14600235
PD_0110,Nycticebus,pygmaeus,ssp,Lorisidae,ASIA,Pygmy_Slow_Loris,EN,Threatened,W,F,PASS,PASS,Nycticebus_pygmaeus,2090441,2470943885,371,645800000,28.02,2828132058,NA,Vietnam,2019,PRJEB59576 (this study),ERS14600236
PD_0111,Nycticebus,pygmaeus,ssp,Lorisidae,ASIA,Pygmy_Slow_Loris,EN,Threatened,W,M,PASS,PASS,Nycticebus_pygmaeus,2004013,2476269013,427,825000000,31.59,2828132058,NA,Vietnam,2019,PRJEB59576 (this study),ERS14600237
PD_0112,Pygathrix,nigripes,ssp,Cercopithecidae,ASIA,Black-shanked_Douc_Langur,CR,Threatened,W,F,FAIL,FAIL,Rhinopithecus_roxellana,0,NA,0,0,0.48,3038460517,NA,Vietnam,2019,PRJEB59576 (this study),ERS14600238
PD_0113,Pygathrix,nigripes,ssp,Cercopithecidae,ASIA,Black-shanked_Douc_Langur,CR,Threatened,W,F,FAIL,FAIL,Rhinopithecus_roxellana,0,NA,0,0,0.43,3038460517,NA,Vietnam,2019,PRJEB59576 (this study),ERS14600239
PD_0114,Pygathrix,nigripes,ssp,Cercopithecidae,ASIA,Black-shanked_Douc_Langur,CR,Threatened,W,F,PASS,PASS,Rhinopithecus_roxellana,4168406,2456411890,23,49200000,23.3,3038460517,NA,Vietnam,2019,PRJEB59576 (this study),ERS14600240
PD_0115,Pygathrix,nigripes,ssp,Cercopithecidae,ASIA,Black-shanked_Douc_Langur,CR,Threatened,W,F,PASS,PASS,Rhinopithecus_roxellana,4250145,2464860221,26,41400000,27.1,3038460517,NA,Vietnam,1998,PRJEB59576 (this study),ERS14600241
PD_0116,Callimico,goeldii,ssp,Callitrichidae,AMERICAS,Goeldi’s_Monkey,VU,Threatened,C,F,PASS,PASS,Callithrix_jacchus,2877777,2225419532,105,187600000,22.51,2863864636,NA,NA,1997,PRJEB59576 (this study),ERS14600242
PD_0117,Mico,argentatus,ssp,Callitrichidae,AMERICAS,Silvery_Marmoset,LC,Unthreatened,C,M,PASS,PASS,Callithrix_jacchus,1772289,2428941014,106,656200000,24.08,2863864636,NA,NA,2002,PRJEB59576 (this study),ERS14600243
PD_0118,Leontocebus,illigeri,ssp,Callitrichidae,AMERICAS,NO_ENTRY,DD,DD,C,M,PASS,PASS,Saguinus_midas,6446262,2336659165,29,190600000,22.01,2968712378,NA,NA,2014,PRJEB59576 (this study),ERS14600244
PD_0119,Saguinus,imperator,ssp,Callitrichidae,AMERICAS,Emperor_Tamarin,LC,Unthreatened,C,F,PASS,PASS,Saguinus_midas,5180835,2305817722,86,174600000,24.41,2968712378,NA,NA,2015,PRJEB59576 (this study),ERS14600245
PD_0120,Saguinus,labiatus,ssp,Callitrichidae,AMERICAS,Red-chested_Mustached_Tamarin,LC,Unthreatened,C,M,PASS,PASS,Saguinus_midas,2717264,2343177282,9,11000000,26.04,2968712378,NA,NA,2000,PRJEB59576 (this study),ERS14600246
PD_0121,Saguinus,midas,ssp,Callitrichidae,AMERICAS,Golden-handed_Tamarin,LC,Unthreatened,C,F,PASS,PASS,Saguinus_midas,5600998,2331846474,67,110600000,28.91,2968712378,NA,NA,1999,PRJEB59576 (this study),ERS14600247
PD_0122,Saguinus,oedipus,ssp,Callitrichidae,AMERICAS,Cotton-headed_Tamarin,CR,Threatened,U,F,WARN,PASS,Saguinus_midas,1814318,2272737469,21,23400000,28.64,2968712378,NA,NA,2009,PRJEB59576 (this study),ERS14600248
PD_0123,Leontocebus,fuscicollis,weddelli,Callitrichidae,AMERICAS,NO_DATA,DD,DD,C,M,PASS,PASS,Saguinus_midas,3256075,2330944005,5,8000000,26.76,2968712378,NA,NA,2000,PRJEB59576 (this study),ERS14600249
PD_0124,Miopithecus,ogouensis,ssp,Cercopithecidae,MAINLAND_AFRICA,Northern_Talapoin_Monkey,NT,Unthreatened,C,F,PASS,PASS,Cercopithecus_albogularis,3402248,2341336842,10,14200000,28.32,2793076453,NA,NA,1999,PRJEB59576 (this study),ERS14600250
PD_0125,Cercocebus,lunulatus,ssp,Cercopithecidae,MAINLAND_AFRICA,White-naped_Mangabey,EN,Threatened,C,M,PASS,PASS,Cercocebus_atys,6143337,2396578487,19,27200000,32.51,2848246356,NA,NA,2007,PRJEB59576 (this study),ERS14600251
PD_0126,Allenopithecus,nigroviridis,ssp,Cercopithecidae,MAINLAND_AFRICA,Allens_Swamp_Monkey,LC,Unthreatened,W,M,PASS,PASS,Chlorocebus_aethiops,3571649,2325727689,28,64200000,24.7,2823243693,NA,Democratic Republic of Congo,1994,PRJEB59576 (this study),ERS14600252
PD_0127,Allochrocebus,lhoesti,ssp,Cercopithecidae,MAINLAND_AFRICA,LHoests_Monkey,VU,Threatened,C,M,PASS,PASS,Chlorocebus_aethiops,7049513,2396632471,0,0,26.05,2823243693,NA,NA,2005,PRJEB59576 (this study),ERS14600253
PD_0128,Cacajao,melanocephalus,ssp,Pitheciidae,AMERICAS,Black-headed_Uacari,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,2201995,2333420046,94,259800000,34.24,2721439713,"-0.4727,-65.1706",Brazil,NA,PRJEB59576 (this study),ERS12091913
PD_0129,Cacajao,hosomi,ssp,Pitheciidae,AMERICAS,Black-headed_Uacari,VU,Threatened,W,M,PASS,PASS,Pithecia_pithecia,2188896,2307146143,77,131200000,31.26,2721439713,"1.1349,-66.4170",Brazil,NA,PRJEB59576 (this study),ERS12091911
PD_0130,Cacajao,calvus,rubicundus,Pitheciidae,AMERICAS,Bald-headed_Uacari,VU,Threatened,W,M,PASS,PASS,Pithecia_pithecia,1721029,2300072902,376,941200000,34.51,2721439713,"-3.2009,-67.4227",Brazil,NA,PRJEB59576 (this study),ERS12091896
PD_0131,Cacajao,ayresi,ssp,Pitheciidae,AMERICAS,Ayres_Black_Uakari,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,1399985,2329937076,352,669400000,34.7,2721439713,"-0.3857,-62.9523",Brazil,NA,PRJEB59576 (this study),ERS12091890
PD_0132,Cacajao,calvus,novaesi,Pitheciidae,AMERICAS,Bald-headed_Uacari,VU,Threatened,W,F,PASS,PASS,Pithecia_pithecia,2985999,2334124546,50,79000000,37.99,2721439713,"-6.8643,-70.1958",Brazil,NA,PRJEB59576 (this study),ERS12091897
PD_0133,Cacajao,calvus,ucayalii,Pitheciidae,AMERICAS,Bald-headed_Uacari,VU,Threatened,W,M,PASS,WARN,Pithecia_pithecia,2909837,2295118603,58,97200000,29.62,2721439713,"-7.4614,-73.6679",Brazil,NA,PRJEB59576 (this study),ERS12091898
PD_0134,Alouatta,seniculus,ssp,Atelidae,AMERICAS,Colombian_Red_Howler_Monkey,LC,Unthreatened,W,M,PASS,PASS,Ateles_geoffroyi,5403222,2203650507,48,80800000,36.22,2683028796,"0.7687,-65.7076",Brazil,NA,PRJEB59576 (this study),ERS12091857
PD_0135,Alouatta,macconnelli,ssp,Atelidae,AMERICAS,Guianan_Red_Howler_Monkey,LC,Unthreatened,W,F,PASS,PASS,Ateles_geoffroyi,4855903,2205897392,53,109200000,33.04,2683028796,"-0.9896,-61.8913",Brazil,NA,PRJEB59576 (this study),ERS12091843
PD_0136,Alouatta,seniculus,ssp,Atelidae,AMERICAS,Juruá_Red_Howler_Monkey,LC,Unthreatened,W,M,PASS,PASS,Ateles_geoffroyi,6126816,2189082470,42,88600000,33.52,2683028796,"-3.3598,-64.7184",Brazil,NA,PRJEB59576 (this study),ERS12091858
PD_0137,Alouatta,puruensis,ssp,Atelidae,AMERICAS,Purús_Red_Howler_Monkey,VU,Threatened,W,M,PASS,PASS,Ateles_geoffroyi,4714780,2192939627,87,311000000,30,2683028796,"-8.8900,-64.0000",Brazil,NA,PRJEB59576 (this study),ERS12091850
PD_0138,Ateles,belzebuth,ssp,Atelidae,AMERICAS,White-bellied_Spider_Monkey,EN,Threatened,W,F,PASS,PASS,Ateles_geoffroyi,6967942,2354588203,98,165400000,36.67,2683028796,"0.8789,-63.4494",Brazil,NA,PRJEB59576 (this study),ERS12091873
PD_0139,Ateles,chamek,ssp,Atelidae,AMERICAS,Black-faced_Black_Spider_Monkey,EN,Threatened,W,F,PASS,PASS,Ateles_geoffroyi,7754801,2352287701,29,50200000,36.92,2683028796,"-3.1740,-67.3895",Brazil,NA,PRJEB59576 (this study),ERS12091875
PD_0140,Ateles,chamek,ssp,Atelidae,AMERICAS,Black-faced_Black_Spider_Monkey,EN,Threatened,W,F,PASS,PASS,Ateles_geoffroyi,4447419,2367868759,20,40200000,31.59,2683028796,"-12.0558,-60.6726",Brazil,NA,PRJEB59576 (this study),ERS12091876
PD_0141,Cebus,albifrons,ssp,Cebidae,AMERICAS,Humboldts_White-fronted_Capuchin,LC,Unthreatened,W,F,PASS,PASS,Cebus_albifrons,3864094,2360796463,79,165400000,28.02,2874442237,"0.4917,-65.2717",Brazil,NA,PRJEB59576 (this study),ERS12091919
PD_0142,Chiropotes,albinasus,ssp,Pitheciidae,AMERICAS,White-nosed_Saki,VU,Threatened,W,M,PASS,PASS,Pithecia_pithecia,2797861,2326484159,115,189600000,35.71,2721439713,"-3.3143,-55.3242",Brazil,NA,PRJEB59576 (this study),ERS12091942
PD_0143,Pithecia,hirsuta,ssp,Pitheciidae,AMERICAS,Monk_Saki,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,3756517,2413451387,6,10400000,42.58,2721439713,"-1.8477,-69.0470",Brazil,NA,PRJEB59576 (this study),ERS12091964
PD_0144,Pithecia,pissinattii,ssp,Pitheciidae,AMERICAS,Hairy_Saki,DD,DD,W,F,PASS,PASS,Pithecia_pithecia,3728356,2401756630,17,33200000,45.82,2721439713,"-6.2500,-63.4203",Brazil,NA,PRJEB59576 (this study),ERS12091967
PD_0145,Arctocebus,calabarensis,ssp,Lorisidae,MAINLAND_AFRICA,Calabar_Angwantibo,NT,Unthreatened,W,F,PASS,PASS,Nycticebus_pygmaeus,2482242,1630415318,65,137600000,24.44,2828132058,NA,"Umuahai, Nigeria",1965,PRJEB59576 (this study),ERS14600254
PD_0146,Avahi,laniger,ssp,Indriidae,MADAGASCAR,Eastern_Woolly_Lemur,VU,Threatened,W,U,PASS,PASS,Propithecus_coquereli,8280899,1743312631,9,16600000,27.94,2798152141,"S18.93300, E048.41670","Andasibe, Madagascar",2002-2006,PRJEB59576 (this study),ERS14600255
PD_0147,Avahi,peyrierasi,ssp,Indriidae,MADAGASCAR,Peyrieras_Woolly_Lemur,VU,Threatened,W,U,PASS,FAIL,Propithecus_coquereli,5216200,1658771505,29,49400000,24.4,2798152141,"S19.20000, E047.80000","Vatoalatsaka, Madagascar",2002-2006,PRJEB59576 (this study),ERS14600256
PD_0148,Daubentonia,madagascariensis,ssp,Daubentoniidae,MADAGASCAR,Aye-aye,EN,Threatened,W,M,PASS,PASS,Daubentonia_madagascariensis,1352602,2184546662,85,187400000,32.82,2412055963,NA,Madagascar,2008,PRJEB59576 (this study),ERS14600257
PD_0149,Eulemur,albifrons,ssp,Lemuridae,MADAGASCAR,White-fronted_Lemur,VU,Threatened,W,F,PASS,PASS,Lemur_catta,9305476,1820697167,70,194000000,35.89,2122351751,NA,Madagascar,1998,PRJEB59576 (this study),ERS14600258
PD_0150,Eulemur,collaris,ssp,Lemuridae,MADAGASCAR,Collared_Brown_Lemur,EN,Threatened,C,F,PASS,PASS,Lemur_catta,3016324,1819915759,89,344600000,43.53,2122351751,NA,NA,2000,PRJEB59576 (this study),ERS14600259
PD_0151,Eulemur,coronatus,ssp,Lemuridae,MADAGASCAR,Crowned_Lemur,EN,Threatened,C,F,PASS,PASS,Lemur_catta,4226892,1813780704,12,23600000,32.31,2122351751,NA,NA,2002,PRJEB59576 (this study),ERS14600260
PD_0152,Eulemur,flavifrons,ssp,Lemuridae,MADAGASCAR,Blue-eyed_Black_Lemur,CR,Threatened,C,F,PASS,PASS,Lemur_catta,3333892,1820127757,66,222200000,39.5,2122351751,NA,NA,2004,PRJEB59576 (this study),ERS14600261
PD_0153,Eulemur,macaco,ssp,Lemuridae,MADAGASCAR,Black_Lemur,EN,Threatened,C,F,PASS,PASS,Lemur_catta,3919326,1820948878,63,154800000,38.41,2122351751,NA,NA,2001,PRJEB59576 (this study),ERS14600262
PD_0154,Eulemur,sanfordi,ssp,Lemuridae,MADAGASCAR,Sanfords_Brown_Lemur,EN,Threatened,C,F,PASS,PASS,Lemur_catta,8496461,1820113808,57,144600000,38.58,2122351751,NA,NA,2004,PRJEB59576 (this study),ERS14600263
PD_0155,Galago,moholi,ssp,Galagidae,MAINLAND_AFRICA,Southern_Lesser_Galago,LC,Unthreatened,C,M,PASS,PASS,Galago_moholi,4245945,2228507852,81,108200000,38.57,2543922824,NA,NA,2001,PRJEB59576 (this study),ERS14600264
PD_0156,Galago,senegalensis,ssp,Galagidae,MAINLAND_AFRICA,Northern_Lesser_Galago,LC,Unthreatened,W,M,PASS,PASS,Galago_moholi,1977516,2204323464,7,8200000,36.21,2543922824,NA,NA,2001,PRJEB59576 (this study),ERS14600265
PD_0157,Hapalemur,gilberti,ssp,Lemuridae,MADAGASCAR,NO_DATA,DD,DD,W,F,PASS,WARN,Lemur_catta,9763216,1771345164,15,32600000,38.78,2122351751,"S19.20000, E047.80000","Vatoalatsaka, Madagascar",1997-2001,PRJEB59576 (this study),ERS14600266
PD_0158,Hapalemur,griseus,ssp,Lemuridae,MADAGASCAR,Eastern_Lesser_Bamboo_Lemur,VU,Threatened,W,F,PASS,PASS,Lemur_catta,11036853,1886538879,13,67000000,43.68,2122351751,"S21.24400, E047.41300","Ranomafana, Madagascar",1997-2001,PRJEB59576 (this study),ERS14600267
PD_0159,Hapalemur,meridionalis,ssp,Lemuridae,MADAGASCAR,Rusty-gray_Lesser_Bamboo_Lemur,VU,Threatened,W,F,PASS,PASS,Lemur_catta,6035706,1887502037,38,117000000,37.75,2122351751,"S24.60000, E046.70000","Andohahela, Madagascar",1997-2001,PRJEB59576 (this study),ERS14600268
PD_0160,Hapalemur,occidentalis,ssp,Lemuridae,MADAGASCAR,Sambirano_Lesser_Bamboo_Lemur,VU,Threatened,W,F,PASS,WARN,Lemur_catta,9730032,1682964283,62,153600000,46.08,2122351751,"S12.75000, E049.48333","Analamera, Madagascar",1997-2001,PRJEB59576 (this study),ERS14600269
PD_0161,Lepilemur,septentrionalis,ssp,Lepilemuridae,MADAGASCAR,Sahafary_Sportive_Lemur,CR,Threatened,W,M,PASS,PASS,Microcebus_murinus,6865921,1574842039,79,239400000,38.79,2487392024,"S12.62667, E049.41333","Sahafary, Madagascar",<2008,PRJEB59576 (this study),ERS14600270
PD_0162,Mico,argentatus,ssp,Callitrichidae,AMERICAS,Silvery_Marmoset,LC,Unthreatened,C,F,PASS,PASS,Callithrix_jacchus,1515967,2385000215,133,916800000,26.84,2863864636,NA,NA,2017,PRJEB59576 (this study),ERS14600271
PD_0163,Mirza,zaza,ssp,Cheirogaleidae,MADAGASCAR,Northern_Giant_Mouse_Lemur,VU,Threatened,C,M,PASS,PASS,Microcebus_murinus,3038919,1877141239,162,346000000,48.1,2487392024,NA,NA,1997,PRJEB59576 (this study),ERS14600272
PD_0164,Nomascus,annamensis,ssp,Hylobatidae,ASIA,Northern_Yellow-cheeked_Crested_Gibbon,EN,Threatened,W,M,PASS,PASS,Nomascus_siki,5489816,2400238781,10,14800000,29.18,2783107017,NA,Vietnam,2019,PRJEB59576 (this study),ERS14600273
PD_0165,Perodicticus,ibeanus,ssp,Lorisidae,MAINLAND_AFRICA,East_African_Potto,LC,Unthreatened,W,F,PASS,PASS,Nycticebus_pygmaeus,5856155,1655471658,27,53800000,23.99,2828132058,NA,"Bili, Democratic Republic of Congo",1999,PRJEB59576 (this study),ERS14600274
PD_0166,Prolemur,simus,ssp,Lemuridae,MADAGASCAR,Greater_Bamboo_Lemur,CR,Threatened,W,F,PASS,PASS,Lemur_catta,5652892,1898393887,70,145400000,43.67,2122351751,NA,Madagascar,2005,PRJEB59576 (this study),ERS14600275
PD_0167,Propithecus,coronatus,ssp,Indriidae,MADAGASCAR,Crowned_Sifaka,CR,Threatened,W,U,PASS,PASS,Propithecus_coquereli,8464588,1842812809,119,369200000,26.76,2798152141,NA,Madagascar,2001,PRJEB59576 (this study),ERS14600276
PD_0168,Propithecus,diadema,ssp,Indriidae,MADAGASCAR,Diademed_Sifaka,CR,Threatened,W,U,PASS,PASS,Propithecus_coquereli,6726380,1825663879,162,389600000,44.13,2798152141,"S16.93617, E048.70405","Antsahaporetiny, Madagascar",2002-2008,PRJEB59576 (this study),ERS14600277
PD_0169,Propithecus,edwardsi,ssp,Indriidae,MADAGASCAR,Milne-Edwards_Sifaka,EN,Threatened,W,U,PASS,PASS,Propithecus_coquereli,3696850,1822736120,70,149400000,34.55,2798152141,"S21.26667, E047.43333","Ranomafana, Madagascar",2002-2008,PRJEB59576 (this study),ERS14600278
PD_0170,Propithecus,perrieri,ssp,Indriidae,MADAGASCAR,Perrier’s_Sifaka,CR,Threatened,W,U,PASS,PASS,Propithecus_coquereli,5287438,1825660638,191,510200000,34.28,2798152141,"S12.75000, E049.48333","Analamera, Madagascar",2002-2008,PRJEB59576 (this study),ERS14600279
PD_0171,Propithecus,tattersalli,ssp,Indriidae,MADAGASCAR,Golden-crowned_Sifaka,CR,Threatened,W,U,PASS,PASS,Propithecus_coquereli,3597481,1841662256,238,757000000,32.15,2798152141,NA,Madagascar,2001,PRJEB59576 (this study),ERS14600280
PD_0172,Propithecus,verreauxi,ssp,Indriidae,MADAGASCAR,Verreauxs_Sifaka,CR,Threatened,W,U,PASS,PASS,Propithecus_coquereli,9940146,1810216509,60,121400000,32.91,2798152141,NA,"Ampijoroa, Madagascar",2001,PRJEB59576 (this study),ERS14600281
PD_0173,Chlorocebus,pygerythrus,ssp,Cercopithecidae,MAINLAND_AFRICA,Vervet_Monkey,LC,Unthreatened,W,M,PASS,PASS,Chlorocebus_aethiops,7325286,2463472832,12,40800000,46.58,2823243693,"S07.34040, E037.11799","Mikumi, Tanzania",2015,PRJEB59576 (this study),ERS14600282
PD_0174,Saguinus,geoffroyi,ssp,Callitrichidae,AMERICAS,Geoffroy’s_Tamarin,NT,Unthreatened,C,M,FAIL,PASS,Saguinus_midas,1793533,2409854770,242,839200000,36.79,2968712378,NA,NA ,2019,PRJEB59576 (this study),ERS12091994
PD_0175,Alouatta,palliata,ssp,Atelidae,AMERICAS,Mantled_Howler_Monkey,VU,Threatened,W,F,PASS,PASS,Ateles_geoffroyi,921702,2219370858,465,1338400000,36.81,2683028796,"9.4319° N, 84.1619° W",Quepos,2019,PRJEB59576 (this study),ERS12091848
PD_0176,Saimiri,oerstedii,citrinellus,Cebidae,AMERICAS,Black-crowned_Central_American_Squirrel_Monkey,VU,Threatened,W,U,FAIL,PASS,Cebus_albifrons,579649,2094432531,435,776400000,37.7,2874442237,"9.4319° N, 84.1619° W",Quepos,NA,PRJEB59576 (this study),ERS12092014
PD_0177,Ateles,geoffroyi,ssp,Atelidae,AMERICAS,Geoffroy’s_Spider_Monkey,EN,Threatened,W,F,PASS,PASS,Ateles_geoffroyi,5149034,2384758438,45,124600000,36.23,2683028796,"9.4319° N, 84.1619° W",Quepos Costa Rica,2019,PRJEB59576 (this study),ERS12091884
PD_0179,Gorilla,beringei,graueri,Hominidae,MAINLAND_AFRICA,Eastern_Gorilla,CR,Threatened,C,F,PASS,PASS,Gorilla_gorilla,1859923,2565702842,523,1397000000,20.58,3084595669,NA,zoo-Zaire,NA,PRJEB59576 (this study),ERS14600283
PD_0180,Gorilla,gorilla,gorilla,Hominidae,MAINLAND_AFRICA,Western_Gorilla,CR,Threatened,C,F,PASS,PASS,Gorilla_gorilla,4569003,2571695486,48,79600000,20.36,3084595669,NA,zoo-Madrid,NA,PRJEB59576 (this study),ERS14600284
PD_0181,Gorilla,gorilla,gorilla,Hominidae,MAINLAND_AFRICA,Western_Gorilla,CR,Threatened,C,F,PASS,PASS,Gorilla_gorilla,4539539,2557632082,17,26200000,17.6,3084595669,NA,zoo-Apeldorn,NA,PRJEB59576 (this study),ERS14600285
PD_0182,Gorilla,gorilla,gorilla,Hominidae,MAINLAND_AFRICA,Western_Gorilla,CR,Threatened,C,F,PASS,PASS,Gorilla_gorilla,4203758,2505411474,53,272400000,17.88,3084595669,NA,zoo-Amsterdam,NA,PRJEB59576 (this study),ERS14600286
PD_0183,Gorilla,gorilla,gorilla,Hominidae,MAINLAND_AFRICA,Western_Gorilla,CR,Threatened,C,F,PASS,PASS,Gorilla_gorilla,4861691,2579165571,38,63600000,26.82,3084595669,NA,zoo-Romagne,NA,PRJEB59576 (this study),ERS14600287
PD_0184,Gorilla,gorilla,gorilla,Hominidae,MAINLAND_AFRICA,Western_Gorilla,CR,Threatened,C,M,PASS,PASS,Gorilla_gorilla,4778321,2573966459,9,10000000,19.35,3084595669,NA,zoo-Madrid,NA,PRJEB59576 (this study),ERS14600288
PD_0185,Gorilla,gorilla,gorilla,Hominidae,MAINLAND_AFRICA,Western_Gorilla,CR,Threatened,C,F,PASS,PASS,Gorilla_gorilla,4512275,2560413162,20,29600000,17.34,3084595669,NA,zoo-Hannover,NA,PRJEB59576 (this study),ERS14600289
PD_0186,Gorilla,gorilla,gorilla,Hominidae,MAINLAND_AFRICA,Western_Gorilla,CR,Threatened,C,F,PASS,PASS,Gorilla_gorilla,4682595,2570998787,25,35400000,18.64,3084595669,NA,zoo-Chesingn,NA,PRJEB59576 (this study),ERS14600290
PD_0187,Gorilla,gorilla,gorilla,Hominidae,MAINLAND_AFRICA,Western_Gorilla,CR,Threatened,C,F,PASS,FAIL,Gorilla_gorilla,1141838,862467282,2,3400000,27.15,3084595669,NA,zoo-Basel,NA,PRJEB59576 (this study),ERS14600291
PD_0188,Gorilla,gorilla,gorilla,Hominidae,MAINLAND_AFRICA,Western_Gorilla,CR,Threatened,C,F,PASS,PASS,Gorilla_gorilla,4844372,2556430919,35,58800000,30.87,3084595669,NA,zoo-Jersey,NA,PRJEB59576 (this study),ERS14600292
PD_0189,Gorilla,gorilla,gorilla,Hominidae,MAINLAND_AFRICA,Western_Gorilla,CR,Threatened,C,F,PASS,PASS,Gorilla_gorilla,4754612,2571689442,17,21000000,20.08,3084595669,NA,zoo-Jersey,NA,PRJEB59576 (this study),ERS14600293
PD_0190,Gorilla,gorilla,gorilla,Hominidae,MAINLAND_AFRICA,Western_Gorilla,CR,Threatened,C,F,PASS,PASS,Gorilla_gorilla,4833550,2576251569,22,36600000,24.52,3084595669,NA,zoo-Rotterdam,NA,PRJEB59576 (this study),ERS14600294
PD_0191,Gorilla,gorilla,gorilla,Hominidae,MAINLAND_AFRICA,Western_Gorilla,CR,Threatened,C,M,PASS,PASS,Gorilla_gorilla,4598837,2572994195,37,82000000,21.16,3084595669,NA,zoo-Kerkrade,NA,PRJEB59576 (this study),ERS14600295
PD_0192,Gorilla,gorilla,gorilla,Hominidae,MAINLAND_AFRICA,Western_Gorilla,CR,Threatened,C,M,PASS,PASS,Gorilla_gorilla,4842360,2576563651,25,39800000,24.61,3084595669,NA,zoo-Romagne,NA,PRJEB59576 (this study),ERS14600296
